sentence,label,norm_subj,norm_obj
"The cheese from $$ dairy $$ C was dominated by D. hansenii followed by a minor group of Geothrichum spp.çFinally, the cheese from dairy D was entirely dominated by @@ D. hansenii @@.",0,ncbi:4959,OBT:001988
The $$ cheese from dairy C $$ was dominated by @@ D. hansenii @@ followed by a minor group of Geothrichum spp.,1,ncbi:4959,OBT:001480
The cheese from $$ dairy $$ C was dominated by @@ D. hansenii @@ followed by a minor group of Geothrichum spp.,0,ncbi:4959,OBT:001988
"The yeast microbiota on cheese from dairy B was primarily dominated by @@ Geotrichum spp. @@, however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.çThe $$ cheese from dairy C $$ was dominated by D. hansenii followed by a minor group of Geothrichum spp.",0,ncbi:43987,OBT:001480
"The yeast microbiota on cheese from dairy B was primarily dominated by @@ Geotrichum spp. @@, however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.çThe cheese from $$ dairy $$ C was dominated by D. hansenii followed by a minor group of Geothrichum spp.",0,ncbi:43987,OBT:001988
"The yeast microbiota on cheese from dairy B was primarily dominated by Geotrichum spp., however, @@ Kluyveromyces marxianus @@ and Debaryomyces hansenii were additionally found in minor amounts.çThe $$ cheese from dairy C $$ was dominated by D. hansenii followed by a minor group of Geothrichum spp.",0,ncbi:4911,OBT:001480
"The yeast microbiota on cheese from dairy B was primarily dominated by Geotrichum spp., however, @@ Kluyveromyces marxianus @@ and Debaryomyces hansenii were additionally found in minor amounts.çThe cheese from $$ dairy $$ C was dominated by D. hansenii followed by a minor group of Geothrichum spp.",0,ncbi:4911,OBT:001988
"The yeast microbiota on cheese from dairy B was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and @@ Debaryomyces hansenii @@ were additionally found in minor amounts.çThe $$ cheese from dairy C $$ was dominated by D. hansenii followed by a minor group of Geothrichum spp.",0,ncbi:4959,OBT:001480
"The yeast microbiota on cheese from dairy B was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and @@ Debaryomyces hansenii @@ were additionally found in minor amounts.çThe cheese from $$ dairy $$ C was dominated by D. hansenii followed by a minor group of Geothrichum spp.",0,ncbi:4959,OBT:001988
"The $$ yeast microbiota $$ on cheese from dairy B was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.çThe cheese from dairy C was dominated by @@ D. hansenii @@ followed by a minor group of Geothrichum spp.",0,ncbi:4959,OBT:000113
"The yeast microbiota on $$ cheese from dairy B $$ was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.çThe cheese from dairy C was dominated by @@ D. hansenii @@ followed by a minor group of Geothrichum spp.",0,ncbi:4959,OBT:001480
"The yeast microbiota on cheese from $$ dairy $$ B was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.çThe cheese from dairy C was dominated by @@ D. hansenii @@ followed by a minor group of Geothrichum spp.",0,ncbi:4959,OBT:001988
"The $$ yeast microbiota $$ on cheese from dairy B was primarily dominated by @@ Geotrichum spp. @@, however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.",1,ncbi:43987,OBT:000113
"The yeast microbiota on $$ cheese from dairy B $$ was primarily dominated by @@ Geotrichum spp. @@, however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.",1,ncbi:43987,OBT:001480
"The yeast microbiota on cheese from $$ dairy $$ B was primarily dominated by @@ Geotrichum spp. @@, however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.",0,ncbi:43987,OBT:001988
"The $$ yeast microbiota $$ on cheese from dairy B was primarily dominated by Geotrichum spp., however, @@ Kluyveromyces marxianus @@ and Debaryomyces hansenii were additionally found in minor amounts.",1,ncbi:4911,OBT:000113
"The yeast microbiota on $$ cheese from dairy B $$ was primarily dominated by Geotrichum spp., however, @@ Kluyveromyces marxianus @@ and Debaryomyces hansenii were additionally found in minor amounts.",1,ncbi:4911,OBT:001480
"The yeast microbiota on cheese from $$ dairy $$ B was primarily dominated by Geotrichum spp., however, @@ Kluyveromyces marxianus @@ and Debaryomyces hansenii were additionally found in minor amounts.",0,ncbi:4911,OBT:001988
"The $$ yeast microbiota $$ on cheese from dairy B was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and @@ Debaryomyces hansenii @@ were additionally found in minor amounts.",1,ncbi:4959,OBT:000113
"The yeast microbiota on $$ cheese from dairy B $$ was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and @@ Debaryomyces hansenii @@ were additionally found in minor amounts.",1,ncbi:4959,OBT:001480
"The yeast microbiota on cheese from $$ dairy $$ B was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and @@ Debaryomyces hansenii @@ were additionally found in minor amounts.",0,ncbi:4959,OBT:001988
"The cheese from dairy A was equally  dominated by @@ Yarrowia lipolytica @@ and Scopulariopsis brevicaulis.çThe $$ yeast microbiota $$ on cheese from dairy B was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.",0,ncbi:4952,OBT:000113
"The cheese from dairy A was equally  dominated by @@ Yarrowia lipolytica @@ and Scopulariopsis brevicaulis.çThe yeast microbiota on $$ cheese from dairy B $$ was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.",0,ncbi:4952,OBT:001480
"The cheese from dairy A was equally  dominated by @@ Yarrowia lipolytica @@ and Scopulariopsis brevicaulis.çThe yeast microbiota on cheese from $$ dairy $$ B was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.",0,ncbi:4952,OBT:001988
"The cheese from dairy A was equally  dominated by Yarrowia lipolytica and @@ Scopulariopsis brevicaulis @@.çThe $$ yeast microbiota $$ on cheese from dairy B was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.",0,ncbi:561152,OBT:000113
"The cheese from dairy A was equally  dominated by Yarrowia lipolytica and @@ Scopulariopsis brevicaulis @@.çThe yeast microbiota on $$ cheese from dairy B $$ was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.",0,ncbi:561152,OBT:001480
"The cheese from dairy A was equally  dominated by Yarrowia lipolytica and @@ Scopulariopsis brevicaulis @@.çThe yeast microbiota on cheese from $$ dairy $$ B was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.",0,ncbi:561152,OBT:001988
"The $$ cheese from dairy A $$ was equally  dominated by Yarrowia lipolytica and Scopulariopsis brevicaulis.çThe yeast microbiota on cheese from dairy B was primarily dominated by @@ Geotrichum spp. @@, however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.",0,ncbi:43987,OBT:001480
"The cheese from $$ dairy $$ A was equally  dominated by Yarrowia lipolytica and Scopulariopsis brevicaulis.çThe yeast microbiota on cheese from dairy B was primarily dominated by @@ Geotrichum spp. @@, however, Kluyveromyces marxianus and Debaryomyces hansenii were additionally found in minor amounts.",0,ncbi:43987,OBT:001988
"The $$ cheese from dairy A $$ was equally  dominated by Yarrowia lipolytica and Scopulariopsis brevicaulis.çThe yeast microbiota on cheese from dairy B was primarily dominated by Geotrichum spp., however, @@ Kluyveromyces marxianus @@ and Debaryomyces hansenii were additionally found in minor amounts.",0,ncbi:4911,OBT:001480
"The cheese from $$ dairy $$ A was equally  dominated by Yarrowia lipolytica and Scopulariopsis brevicaulis.çThe yeast microbiota on cheese from dairy B was primarily dominated by Geotrichum spp., however, @@ Kluyveromyces marxianus @@ and Debaryomyces hansenii were additionally found in minor amounts.",0,ncbi:4911,OBT:001988
"The $$ cheese from dairy A $$ was equally  dominated by Yarrowia lipolytica and Scopulariopsis brevicaulis.çThe yeast microbiota on cheese from dairy B was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and @@ Debaryomyces hansenii @@ were additionally found in minor amounts.",0,ncbi:4959,OBT:001480
"The cheese from $$ dairy $$ A was equally  dominated by Yarrowia lipolytica and Scopulariopsis brevicaulis.çThe yeast microbiota on cheese from dairy B was primarily dominated by Geotrichum spp., however, Kluyveromyces marxianus and @@ Debaryomyces hansenii @@ were additionally found in minor amounts.",0,ncbi:4959,OBT:001988
The $$ cheese from dairy A $$ was equally  dominated by @@ Yarrowia lipolytica @@ and Scopulariopsis brevicaulis.,1,ncbi:4952,OBT:001480
The cheese from $$ dairy $$ A was equally  dominated by @@ Yarrowia lipolytica @@ and Scopulariopsis brevicaulis.,0,ncbi:4952,OBT:001988
The $$ cheese from dairy A $$ was equally  dominated by Yarrowia lipolytica and @@ Scopulariopsis brevicaulis @@.,1,ncbi:561152,OBT:001480
The cheese from $$ dairy $$ A was equally  dominated by Yarrowia lipolytica and @@ Scopulariopsis brevicaulis @@.,0,ncbi:561152,OBT:001988
"The $$ yeast surface  microbiota $$ on the three farmhouse cheeses consisted of two to four  groups, whereas the cheese produced at the industrial dairy (dairy D)  consisted of only one single group.çThe cheese from dairy A was equally  dominated by @@ Yarrowia lipolytica @@ and Scopulariopsis brevicaulis.",0,ncbi:4952,OBT:000113
"The yeast surface  microbiota on the three $$ farmhouse $$ cheeses consisted of two to four  groups, whereas the cheese produced at the industrial dairy (dairy D)  consisted of only one single group.çThe cheese from dairy A was equally  dominated by @@ Yarrowia lipolytica @@ and Scopulariopsis brevicaulis.",0,ncbi:4952,OBT:000583
"The yeast surface  microbiota on the three $$ farmhouse cheeses $$ consisted of two to four  groups, whereas the cheese produced at the industrial dairy (dairy D)  consisted of only one single group.çThe cheese from dairy A was equally  dominated by @@ Yarrowia lipolytica @@ and Scopulariopsis brevicaulis.",0,ncbi:4952,OBT:001480
"The yeast surface  microbiota on the three farmhouse cheeses consisted of two to four  groups, whereas the $$ cheese $$ produced at the industrial dairy (dairy D)  consisted of only one single group.çThe cheese from dairy A was equally  dominated by @@ Yarrowia lipolytica @@ and Scopulariopsis brevicaulis.",0,ncbi:4952,OBT:001480
"The yeast surface  microbiota on the three farmhouse cheeses consisted of two to four  groups, whereas the cheese produced at the $$ industrial dairy $$ (dairy D)  consisted of only one single group.çThe cheese from dairy A was equally  dominated by @@ Yarrowia lipolytica @@ and Scopulariopsis brevicaulis.",0,ncbi:4952,OBT:001988
"The yeast surface  microbiota on the three farmhouse cheeses consisted of two to four  groups, whereas the cheese produced at the industrial dairy ($$ dairy $$ D)  consisted of only one single group.çThe cheese from dairy A was equally  dominated by @@ Yarrowia lipolytica @@ and Scopulariopsis brevicaulis.",0,ncbi:4952,OBT:001988
"The $$ yeast surface  microbiota $$ on the three farmhouse cheeses consisted of two to four  groups, whereas the cheese produced at the industrial dairy (dairy D)  consisted of only one single group.çThe cheese from dairy A was equally  dominated by Yarrowia lipolytica and @@ Scopulariopsis brevicaulis @@.",0,ncbi:561152,OBT:000113
"The yeast surface  microbiota on the three $$ farmhouse $$ cheeses consisted of two to four  groups, whereas the cheese produced at the industrial dairy (dairy D)  consisted of only one single group.çThe cheese from dairy A was equally  dominated by Yarrowia lipolytica and @@ Scopulariopsis brevicaulis @@.",0,ncbi:561152,OBT:000583
"The yeast surface  microbiota on the three $$ farmhouse cheeses $$ consisted of two to four  groups, whereas the cheese produced at the industrial dairy (dairy D)  consisted of only one single group.çThe cheese from dairy A was equally  dominated by Yarrowia lipolytica and @@ Scopulariopsis brevicaulis @@.",0,ncbi:561152,OBT:001480
"The yeast surface  microbiota on the three farmhouse cheeses consisted of two to four  groups, whereas the $$ cheese $$ produced at the industrial dairy (dairy D)  consisted of only one single group.çThe cheese from dairy A was equally  dominated by Yarrowia lipolytica and @@ Scopulariopsis brevicaulis @@.",0,ncbi:561152,OBT:001480
"The yeast surface  microbiota on the three farmhouse cheeses consisted of two to four  groups, whereas the cheese produced at the $$ industrial dairy $$ (dairy D)  consisted of only one single group.çThe cheese from dairy A was equally  dominated by Yarrowia lipolytica and @@ Scopulariopsis brevicaulis @@.",0,ncbi:561152,OBT:001988
"The yeast surface  microbiota on the three farmhouse cheeses consisted of two to four  groups, whereas the cheese produced at the industrial dairy ($$ dairy $$ D)  consisted of only one single group.çThe cheese from dairy A was equally  dominated by Yarrowia lipolytica and @@ Scopulariopsis brevicaulis @@.",0,ncbi:561152,OBT:001988
"Finally, a number of Gram-negative bacteria species including @@ Proteus vulgaris @@ and Alcaligenes faecalis was found on the cheese from dairy C.çFigure 3  shows the grouping of the $$ surface yeast microbiota $$.",0,ncbi:585,OBT:000113
"Finally, a number of Gram-negative bacteria species including Proteus vulgaris and @@ Alcaligenes faecalis @@ was found on the cheese from dairy C.çFigure 3  shows the grouping of the $$ surface yeast microbiota $$.",0,ncbi:511,OBT:000113
"Finally, a number of Gram-negative bacteria species including @@ Proteus vulgaris @@ and Alcaligenes faecalis was found on the $$ cheese from dairy C $$.",1,ncbi:585,OBT:001480
"Finally, a number of Gram-negative bacteria species including @@ Proteus vulgaris @@ and Alcaligenes faecalis was found on the cheese from $$ dairy $$ C.",0,ncbi:585,OBT:001988
"Finally, a number of Gram-negative bacteria species including Proteus vulgaris and @@ Alcaligenes faecalis @@ was found on the $$ cheese from dairy C $$.",1,ncbi:511,OBT:001480
"Finally, a number of Gram-negative bacteria species including Proteus vulgaris and @@ Alcaligenes faecalis @@ was found on the cheese from $$ dairy $$ C.",0,ncbi:511,OBT:001988
"Furthermore, a  number of coagulase negative @@ staphylococci @@ were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the cheeses from dairies C and D.çFinally, a number of Gram-negative bacteria species including Proteus vulgaris and Alcaligenes faecalis was found on the $$ cheese from dairy C $$.",0,ncbi:1279,OBT:001480
"Furthermore, a  number of coagulase negative @@ staphylococci @@ were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the cheeses from dairies C and D.çFinally, a number of Gram-negative bacteria species including Proteus vulgaris and Alcaligenes faecalis was found on the cheese from $$ dairy $$ C.",0,ncbi:1279,OBT:001988
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., @@ Staphylococcus saprophyticus @@ on the cheeses from dairies B and D, and Staph. equorum on the cheeses from dairies C and D.çFinally, a number of Gram-negative bacteria species including Proteus vulgaris and Alcaligenes faecalis was found on the $$ cheese from dairy C $$.",0,ncbi:29385,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., @@ Staphylococcus saprophyticus @@ on the cheeses from dairies B and D, and Staph. equorum on the cheeses from dairies C and D.çFinally, a number of Gram-negative bacteria species including Proteus vulgaris and Alcaligenes faecalis was found on the cheese from $$ dairy $$ C.",0,ncbi:29385,OBT:001988
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and @@ Staph. equorum @@ on the cheeses from dairies C and D.çFinally, a number of Gram-negative bacteria species including Proteus vulgaris and Alcaligenes faecalis was found on the $$ cheese from dairy C $$.",0,ncbi:246432,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and @@ Staph. equorum @@ on the cheeses from dairies C and D.çFinally, a number of Gram-negative bacteria species including Proteus vulgaris and Alcaligenes faecalis was found on the cheese from $$ dairy $$ C.",0,ncbi:246432,OBT:001988
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the $$ cheeses from dairies $$ B and D, and Staph. equorum on the cheeses from dairies C and D.çFinally, a number of Gram-negative bacteria species including @@ Proteus vulgaris @@ and Alcaligenes faecalis was found on the cheese from dairy C.",0,ncbi:585,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the $$ cheeses from dairies B $$ and D, and Staph. equorum on the cheeses from dairies C and D.çFinally, a number of Gram-negative bacteria species including @@ Proteus vulgaris @@ and Alcaligenes faecalis was found on the cheese from dairy C.",0,ncbi:585,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from $$ dairies $$ B and D, and Staph. equorum on the cheeses from dairies C and D.çFinally, a number of Gram-negative bacteria species including @@ Proteus vulgaris @@ and Alcaligenes faecalis was found on the cheese from dairy C.",0,ncbi:585,OBT:001988
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the $$ cheeses from dairies C $$ and D.çFinally, a number of Gram-negative bacteria species including @@ Proteus vulgaris @@ and Alcaligenes faecalis was found on the cheese from dairy C.",0,ncbi:585,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the $$ cheeses from dairies $$ C and D.çFinally, a number of Gram-negative bacteria species including @@ Proteus vulgaris @@ and Alcaligenes faecalis was found on the cheese from dairy C.",0,ncbi:585,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the cheeses from $$ dairies $$ C and D.çFinally, a number of Gram-negative bacteria species including @@ Proteus vulgaris @@ and Alcaligenes faecalis was found on the cheese from dairy C.",0,ncbi:585,OBT:001988
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the $$ cheeses from dairies $$ B and D, and Staph. equorum on the cheeses from dairies C and D.çFinally, a number of Gram-negative bacteria species including Proteus vulgaris and @@ Alcaligenes faecalis @@ was found on the cheese from dairy C.",0,ncbi:511,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the $$ cheeses from dairies B $$ and D, and Staph. equorum on the cheeses from dairies C and D.çFinally, a number of Gram-negative bacteria species including Proteus vulgaris and @@ Alcaligenes faecalis @@ was found on the cheese from dairy C.",0,ncbi:511,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from $$ dairies $$ B and D, and Staph. equorum on the cheeses from dairies C and D.çFinally, a number of Gram-negative bacteria species including Proteus vulgaris and @@ Alcaligenes faecalis @@ was found on the cheese from dairy C.",0,ncbi:511,OBT:001988
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the $$ cheeses from dairies C $$ and D.çFinally, a number of Gram-negative bacteria species including Proteus vulgaris and @@ Alcaligenes faecalis @@ was found on the cheese from dairy C.",0,ncbi:511,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the $$ cheeses from dairies $$ C and D.çFinally, a number of Gram-negative bacteria species including Proteus vulgaris and @@ Alcaligenes faecalis @@ was found on the cheese from dairy C.",0,ncbi:511,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the cheeses from $$ dairies $$ C and D.çFinally, a number of Gram-negative bacteria species including Proteus vulgaris and @@ Alcaligenes faecalis @@ was found on the cheese from dairy C.",0,ncbi:511,OBT:001988
"Furthermore, a  number of coagulase negative @@ staphylococci @@ were found, i.e., Staphylococcus saprophyticus on the $$ cheeses from dairies $$ B and D, and Staph. equorum on the cheeses from dairies C and D.",0,ncbi:1279,OBT:001480
"Furthermore, a  number of coagulase negative @@ staphylococci @@ were found, i.e., Staphylococcus saprophyticus on the $$ cheeses from dairies B $$ and D, and Staph. equorum on the cheeses from dairies C and D.",0,ncbi:1279,OBT:001480
"Furthermore, a  number of coagulase negative @@ staphylococci @@ were found, i.e., Staphylococcus saprophyticus on the cheeses from $$ dairies $$ B and D, and Staph. equorum on the cheeses from dairies C and D.",0,ncbi:1279,OBT:001988
"Furthermore, a  number of coagulase negative @@ staphylococci @@ were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the $$ cheeses from dairies C $$ and D.",0,ncbi:1279,OBT:001480
"Furthermore, a  number of coagulase negative @@ staphylococci @@ were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the $$ cheeses from dairies $$ C and D.",0,ncbi:1279,OBT:001480
"Furthermore, a  number of coagulase negative @@ staphylococci @@ were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the cheeses from $$ dairies $$ C and D.",0,ncbi:1279,OBT:001988
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., @@ Staphylococcus saprophyticus @@ on the $$ cheeses from dairies $$ B and D, and Staph. equorum on the cheeses from dairies C and D.",1,ncbi:29385,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., @@ Staphylococcus saprophyticus @@ on the $$ cheeses from dairies B $$ and D, and Staph. equorum on the cheeses from dairies C and D.",1,ncbi:29385,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., @@ Staphylococcus saprophyticus @@ on the cheeses from $$ dairies $$ B and D, and Staph. equorum on the cheeses from dairies C and D.",0,ncbi:29385,OBT:001988
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., @@ Staphylococcus saprophyticus @@ on the cheeses from dairies B and D, and Staph. equorum on the $$ cheeses from dairies C $$ and D.",0,ncbi:29385,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., @@ Staphylococcus saprophyticus @@ on the cheeses from dairies B and D, and Staph. equorum on the $$ cheeses from dairies $$ C and D.",0,ncbi:29385,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., @@ Staphylococcus saprophyticus @@ on the cheeses from dairies B and D, and Staph. equorum on the cheeses from $$ dairies $$ C and D.",0,ncbi:29385,OBT:001988
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the $$ cheeses from dairies $$ B and D, and @@ Staph. equorum @@ on the cheeses from dairies C and D.",0,ncbi:246432,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the $$ cheeses from dairies B $$ and D, and @@ Staph. equorum @@ on the cheeses from dairies C and D.",0,ncbi:246432,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from $$ dairies $$ B and D, and @@ Staph. equorum @@ on the cheeses from dairies C and D.",0,ncbi:246432,OBT:001988
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and @@ Staph. equorum @@ on the $$ cheeses from dairies C $$ and D.",1,ncbi:246432,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and @@ Staph. equorum @@ on the $$ cheeses from dairies $$ C and D.",1,ncbi:246432,OBT:001480
"Furthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and @@ Staph. equorum @@ on the cheeses from $$ dairies $$ C and D.",0,ncbi:246432,OBT:001988
"@@ Brevibacterium  spp. @@ could not be isolated on the cheese from dairy D.çFurthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the $$ cheeses from dairies $$ B and D, and Staph. equorum on the cheeses from dairies C and D.",0,ncbi:1696,OBT:001480
"@@ Brevibacterium  spp. @@ could not be isolated on the cheese from dairy D.çFurthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the $$ cheeses from dairies B $$ and D, and Staph. equorum on the cheeses from dairies C and D.",0,ncbi:1696,OBT:001480
"@@ Brevibacterium  spp. @@ could not be isolated on the cheese from dairy D.çFurthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from $$ dairies $$ B and D, and Staph. equorum on the cheeses from dairies C and D.",0,ncbi:1696,OBT:001988
"@@ Brevibacterium  spp. @@ could not be isolated on the cheese from dairy D.çFurthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the $$ cheeses from dairies C $$ and D.",0,ncbi:1696,OBT:001480
"@@ Brevibacterium  spp. @@ could not be isolated on the cheese from dairy D.çFurthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the $$ cheeses from dairies $$ C and D.",0,ncbi:1696,OBT:001480
"@@ Brevibacterium  spp. @@ could not be isolated on the cheese from dairy D.çFurthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the cheeses from $$ dairies $$ C and D.",0,ncbi:1696,OBT:001988
"Brevibacterium  spp. could not be isolated on the $$ cheese from dairy D $$.çFurthermore, a  number of coagulase negative @@ staphylococci @@ were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the cheeses from dairies C and D.",0,ncbi:1279,OBT:001480
"Brevibacterium  spp. could not be isolated on the cheese from $$ dairy $$ D.çFurthermore, a  number of coagulase negative @@ staphylococci @@ were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and Staph. equorum on the cheeses from dairies C and D.",0,ncbi:1279,OBT:001988
"Brevibacterium  spp. could not be isolated on the $$ cheese from dairy D $$.çFurthermore, a  number of coagulase negative staphylococci were found, i.e., @@ Staphylococcus saprophyticus @@ on the cheeses from dairies B and D, and Staph. equorum on the cheeses from dairies C and D.",0,ncbi:29385,OBT:001480
"Brevibacterium  spp. could not be isolated on the cheese from $$ dairy $$ D.çFurthermore, a  number of coagulase negative staphylococci were found, i.e., @@ Staphylococcus saprophyticus @@ on the cheeses from dairies B and D, and Staph. equorum on the cheeses from dairies C and D.",0,ncbi:29385,OBT:001988
"Brevibacterium  spp. could not be isolated on the $$ cheese from dairy D $$.çFurthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and @@ Staph. equorum @@ on the cheeses from dairies C and D.",0,ncbi:246432,OBT:001480
"Brevibacterium  spp. could not be isolated on the cheese from $$ dairy $$ D.çFurthermore, a  number of coagulase negative staphylococci were found, i.e., Staphylococcus saprophyticus on the cheeses from dairies B and D, and @@ Staph. equorum @@ on the cheeses from dairies C and D.",0,ncbi:246432,OBT:001988
@@ Brevibacterium  spp. @@ could not be isolated on the $$ cheese from dairy D $$.,0,ncbi:1696,OBT:001480
@@ Brevibacterium  spp. @@ could not be isolated on the cheese from $$ dairy $$ D.,0,ncbi:1696,OBT:001988
"@@ B. permense @@ was found on the cheese from dairy A, B. linens was found on the cheese from dairy B and B. aurantiacum was found on the cheese from dairy C.çBrevibacterium  spp. could not be isolated on the $$ cheese from dairy D $$.",0,ncbi:234834,OBT:001480
"@@ B. permense @@ was found on the cheese from dairy A, B. linens was found on the cheese from dairy B and B. aurantiacum was found on the cheese from dairy C.çBrevibacterium  spp. could not be isolated on the cheese from $$ dairy $$ D.",0,ncbi:234834,OBT:001988
"B. permense was found on the cheese from dairy A, @@ B. linens @@ was found on the cheese from dairy B and B. aurantiacum was found on the cheese from dairy C.çBrevibacterium  spp. could not be isolated on the $$ cheese from dairy D $$.",0,ncbi:1703,OBT:001480
"B. permense was found on the cheese from dairy A, @@ B. linens @@ was found on the cheese from dairy B and B. aurantiacum was found on the cheese from dairy C.çBrevibacterium  spp. could not be isolated on the cheese from $$ dairy $$ D.",0,ncbi:1703,OBT:001988
"B. permense was found on the cheese from dairy A, B. linens was found on the cheese from dairy B and @@ B. aurantiacum @@ was found on the cheese from dairy C.çBrevibacterium  spp. could not be isolated on the $$ cheese from dairy D $$.",0,ncbi:273384,OBT:001480
